customer_id,age,gender,marital_status,dependents_count,employment_type,occupation,education_level,city_tier,yearly_income,account_age_months,initial_credit_score,existing_loans_count,existing_loan_monthly_EMI_total,total_credit_limit,initial_credit_utilization_ratio,initial_avg_monthly_balance,initial_savings_rate,has_existing_auto_loan,has_existing_investment_account,txn_count_last_30d,high_value_txn_count_30d,bounced_txn_count,final_avg_monthly_balance,monthly_fuel_spend,monthly_transport_service_spend,avg_monthly_investment_debit,final_credit_score,dti_ratio,savings_rate,income_to_limit,txn_intensity,age_x_dependents,score_x_log_income,opted_home_loan,opted_car_loan,recommend_nifty50,recommend_elss
CUST_000001,35,Female,Single,0,Salaried,Architect,Post-Graduate,tier2,1742288.67,119,800,0,23735.82,573565.91,0.51,44708.02,0.2,0,1,159,4,0,227817.4964996781,10823.218314764576,21398.98288901749,14709.254385630074,808,0.1634791542610151,1.5690804721989444,3.037638049935621,0.9073847404377728,0,11611.534252426727,1,1,0,0
CUST_000002,33,Male,Married,0,Salaried,Product Manager,Post-Graduate,tier1,2207965.8,146,789,2,54315.92,687826.42,0.19,48432.49,0.25,1,1,143,4,0,274892.726860507,16662.458774314546,5812.360254088566,10856.769688079858,797,0.2951981854165381,1.493997232366233,3.210057836891701,0.6447349188161513,0,11642.243372077251,1,1,0,1
CUST_000003,38,Female,Single,0,Salaried,Architect,Post-Graduate,tier1,2106875.37,114,822,0,35565.87,903824.9,0.12,53712.66,0.23,0,1,170,4,0,299159.47900587955,9994.084021406936,21160.528215994687,20307.70555392528,829,0.2025691767282273,1.70389447446854,2.331063283315957,0.80307042355545,0,12070.834405619373,1,1,0,0
CUST_000004,32,Male,Married,0,Salaried,Gig Worker,Under-Graduate,tier1,677728.2,133,610,0,25755.33,312097.62,0.4,3396.48,0.07,0,0,212,1,114,9403.728101207756,3684.098918195597,30364.31634260653,0.0,618,0.4560212895737924,0.1665014665125266,2.171519374228569,3.0826131602572064,0,8297.578901652498,0,1,0,0
CUST_000005,50,Female,Married,1,Salaried,Govt. Employee,Graduate,tier2,1680721.85,249,762,1,31023.27,781277.09,0.46,43002.32,0.27,0,1,103,4,0,228859.6706612052,11550.704589357783,6962.946394491958,8635.156279781657,771,0.2214980319459859,1.633998177602279,2.151246619497547,0.6092072448226773,50,11052.080320084093,1,1,0,1
CUST_000006,28,Female,Married,0,Self-Employed,Sales Rep,Under-Graduate,tier3,676036.56,76,652,0,31441.27,379240.73,0.78,3918.86,0.03,0,0,211,1,118,9173.4030900719,3080.196634355835,28001.71950547708,0.0,661,0.5580889633135229,0.1628297782053744,1.7826006647527952,3.0756378348116025,0,8873.266588219374,0,1,0,0
CUST_000007,31,Male,Married,0,Self-Employed,Gig Worker,Under-Graduate,tier3,527569.76,68,644,3,28532.41,172145.01,0.61,2958.16,0.04,0,0,190,0,124,5793.460274861204,3771.744973912686,24792.23772600191,0.0,649,0.6489779328231514,0.1317739326286307,3.0646644670997603,3.5344250018825463,0,8551.24884210801,0,1,0,0
CUST_000008,45,Female,Married,2,Self-Employed,Investor,Post-Graduate,tier1,9627369.83,180,800,1,123666.38,8662110.02,0.22,435313.59,0.5,1,1,129,8,0,2160115.602189262,21607.130417447803,6499.82884227407,45602.62703057775,807,0.1541433160338255,2.6924648553459463,1.1114345923033435,0.1338539479915341,90,12976.65742733971,1,1,0,0
CUST_000009,42,Female,Single,2,Self-Employed,Sales Rep,Under-Graduate,tier1,748875.84,259,621,1,25602.42,387942.29,0.76,2745.4,0.09,0,0,215,1,90,13830.87921007886,1638.667376323217,30156.68167310836,0.0,626,0.4102470671709665,0.2216227072413758,1.930374514275012,2.833138026900422,84,8467.482465067696,0,1,0,0
CUST_000011,33,Male,Married,1,Salaried,Software Engineer,Post-Graduate,tier1,2348775.17,158,802,0,47042.3,1289268.45,0.47,54553.34,0.27,1,1,145,4,0,321877.0612973073,19532.80422646056,4281.862097401507,21754.93339887961,810,0.2403400389827572,1.644476257747818,1.821787656567834,0.6147258197567003,33,11882.218027113126,1,1,0,0
