"account_id","total_transactions","total_incoming","total_outgoing","num_incoming","num_outgoing","balance_min","balance_max","balance_mean","unique_k_symbols","unique_operations","unique_banks","first_transaction_date","last_transaction_date","avg_incoming","avg_outgoing","net_cashflow","incoming_outgoing_ratio","avg_transaction_amount","balance_volatility","transaction_frequency","time","diff"
"2789","223","16793.72","15279.4808","65","158","22.8","2286.3232","1552.2122421524664","6","4","3","940101","960714","254.45030303030305","96.09736352201257","1514.2392000000018","1.099030862955569","143.18393214285715","0.2","2.23","1763183205636","1"
"2359","82","4057.4651999999996","3225.0447999999997","39","43","22.8","1409.0095999999999","832.8406707317073","4","4","2","960714","971031","101.43663","73.29647272727271","832.4204","1.2577212814899532","87.74108433734939","0.2","0.82","1763183205636","1"
"1122","92","7863.925200000001","6946.5671999999995","39","53","19.0","1695.3662","1011.4500891304349","3","3","1","950812","970307","196.59813000000003","128.64013333333332","917.3580000000011","1.1318962413202713","159.2526064516129","0.2","0.92","1763183205636","1"
"422","122","27959.906","24873.28","53","66","15.2","3128.3271999999997","1801.5869147540984","3","5","2","940829","961112","517.776037037037","371.24298507462686","3086.626","1.124048856891536","429.53809756097564","0.2","1.22","1763183205636","1"
"2161","170","19083.6874","11317.692","63","93","26.599999999999998","3164.9401999999995","1224.6697894117647","5","4","3","931230","960722","298.182615625","120.40097872340425","7765.9954","1.686032926772811","177.78584444444442","0.2","1.7","1763183205636","1"
"2126","61","20463.7068","15481.283599999999","24","31","34.199999999999996","4869.4529999999995","2776.486695081967","3","4","2","970209","980118","818.548272","483.79011249999996","4982.423200000001","1.321749899995373","579.7579096774193","0.2","0.61","1763183205636","1"
"2196","38","2134.6766","1122.0488","16","22","19.0","1143.8988","884.7845000000001","5","5","3","970724","980531","125.56921176470587","48.78473043478261","1012.6277999999998","1.9007870361466035","83.50577948717948","0.2","0.38","1763183205636","1"
"3592","175","8601.0416","7711.7883999999995","75","100","22.8","1324.1442","941.7124171428572","5","5","3","930108","960131","113.17160000000001","76.3543405940594","889.253200000001","1.1151662866830367","92.68653409090909","0.2","1.75","1763183205636","1"
"4476","203","15960.8246","15146.5568","55","148","19.0","1829.9697999999999","1098.6769842364533","7","4","5","941110","970108","285.014725","101.65474362416107","814.2677999999996","1.053689701298892","152.48716372549018","0.2","2.03","1763183205636","1"
"3062","28","1728.259","637.754","16","12","15.2","1090.5012","782.9750714285714","5","5","3","970815","980610","101.66229411764706","49.058","1090.505","2.705672293245913","81.58665517241378","0.2","0.28","1763183205636","1"
"2505","85","3080.6182","1937.3464","32","53","7.6","1143.268","785.5293388235293","6","5","3","960516","971113","93.35206666666666","35.876785185185184","1143.2718","1.5893022010926428","58.34842558139534","0.2","0.85","1763183205636","1"
"2468","58","1957.3268","1147.3416","29","29","15.2","917.377","640.8560448275862","4","5","3","960713","971130","65.24422666666666","38.24472","809.9852000000001","1.7044813146192737","52.62149830508475","0.2","0.58","1763183205636","1"
"3546","70","11329.2592","9281.1504","26","44","30.4","3508.2664","2418.3560457142858","5","4","2","970203","980206","419.6021925925926","206.24778666666668","2048.1088","1.2205425156653356","290.28745915492954","0.2","0.7","1763183205636","1"
"6699","111","13053.38","11379.6168","47","64","15.2","2009.0144","1161.008556756757","6","5","5","960608","971130","271.94541666666663","175.0710276923077","1673.7631999999994","1.1469835272900146","218.15175714285715","0.2","1.11","1763183205636","1"
"3327","219","16711.6286","15111.6728","76","143","41.8","1830.1218","1185.7020273972603","5","4","3","930416","960405","217.03413766233766","104.94217222222223","1599.9557999999997","1.105802317112298","144.65137000000001","0.2","2.19","1763183205636","1"
"1514","46","2314.561","1474.3848","21","25","34.199999999999996","1164.9812","886.8312782608696","6","5","4","970701","980505","105.2073181818182","56.707107692307694","840.1762000000001","1.5687846316432161","80.61586808510638","0.2","0.46","1763183205636","1"
"3384","94","5095.5226","3544.0168","42","52","41.8","1960.4162000000001","1379.3691553191488","5","5","3","951105","970711","118.50052558139535","66.86824150943396","1551.5058000000004","1.4373761500932805","90.94252","0.2","0.94","1763183205636","1"
"2840","152","32074.7398","28257.628399999998","64","83","15.2","5390.2278","1869.2815","4","4","2","941009","961227","493.45753538461537","336.40033809523806","3817.1114000000016","1.13504234338564","394.3292039215686","0.2","1.52","1763183205636","1"
"3041","114","3924.4044","3022.2464","41","73","19.0","1423.6092","1084.3395","6","4","4","960404","970906","93.4382","40.84116756756757","902.1579999999999","1.2980762666251748","60.40565913043478","0.2","1.14","1763183205636","1"
"2573","19","1810.0122000000001","1219.8","12","7","11.4","1782.542","778.0728","2","3","1","960716","970711","139.2317076923077","152.475","590.2122000000002","1.4826443315858455","151.49061","0.2","0.19","1763183205636","1"
"974","139","29851.7588","28321.59","59","80","19.0","3299.3841999999995","1864.5469568345325","3","3","1","940225","960731","497.52931333333333","349.6492592592593","1530.1687999999995","1.0539911356976885","415.52392","0.2","1.39","1763183205636","1"
"538","125","4389.7714","3778.9631999999997","57","68","30.4","886.8173999999999","574.693304","5","5","3","940607","960930","75.68571379310345","54.76758260869565","610.8081999999999","1.161326491220867","64.83122698412699","0.2","1.25","1763183205636","1"
"4010","78","9590.022","7732.5668","33","45","34.199999999999996","2055.6632","1230.835346153846","4","4","2","960819","971214","282.05947058823534","168.09927826086957","1857.4552000000012","1.2400516149934855","219.2732759493671","0.2","0.78","1763183205636","1"
"2128","147","6698.7083999999995","5976.4803999999995","65","82","206.112","1059.06","635.6028897959184","5","5","3","931210","960731","101.4955818181818","72.00578795180722","722.2280000000001","1.1206575265391083","85.64316756756757","0.2","1.47","1763183205636","1"
"870","120","6987.2880000000005","6443.234399999999","51","69","11.4","1373.0084000000002","929.1501916666667","4","4","2","950327","970131","134.37092307692308","92.0462057142857","544.0536000000011","1.0842696845415805","110.99605289256198","0.2","1.2","1763183205636","1"
"2654","136","6461.0374","5725.452399999999","52","84","34.199999999999996","1279.2395999999999","890.7111426470589","5","5","3","940721","961114","121.90636603773585","67.35826352941176","735.585000000001","1.1282792466763543","88.9524802919708","0.2","1.36","1763183205636","1"
"400","179","19223.021999999997","18001.1852","70","109","22.8","2229.9274","1356.4030581005586","4","4","2","930717","960430","270.74678873239435","163.64713818181818","1221.8367999999973","1.0678160338001632","206.8011511111111","0.2","1.79","1763183205636","1"
"476","9","972.8","258.4","6","3","38.0","782.8","590.2666666666667","1","2","1","970411","980205","138.97142857142856","64.6","714.4","3.7501927525057828","123.11999999999998","0.2","0.09","1763183205636","1"
"4296","177","28205.465799999998","26365.6388","73","104","7.6","3213.793","1864.6669344632767","3","3","1","930128","960119","381.1549432432432","251.1013219047619","1839.8269999999975","1.0697406678927917","306.5792393258427","0.2","1.77","1763183205636","1"
"570","61","5414.943","4251.2044","28","33","30.4","1625.5297999999998","1143.3434393442624","4","4","2","961114","971209","186.72217241379312","125.03542352941176","1163.7386000000006","1.2734437225077893","155.90560322580646","0.2","0.61","1763183205636","1"
"4588","63","3420.7827999999995","2893.548","33","30","30.4","1290.9854","676.3728571428571","3","3","1","960827","971109","100.6112588235294","93.34025806451612","527.2347999999997","1.1818020637419036","98.66141875","0.2","0.63","1763183205636","1"
"37","65","11666.608","9464.318","21","43","34.199999999999996","3980.937","1875.280590769231","6","4","4","970818","980419","530.3003636363636","215.09813636363634","2202.290000000001","1.2325637659506","320.16554545454545","0.2","0.65","1763183205636","1"
"279","195","4095.298","3475.556","66","129","15.2","942.4227999999999","658.4242266666666","3","5","4","930414","960314","61.12385074626865","26.735046153846156","619.7419999999997","1.177975559720597","38.626806122448976","0.2","1.95","1763183205636","1"
"9138","107","12073.322","11402.431999999999","50","56","-41.6176","3564.1225999999997","988.2473196261682","7","4","3","960718","971231","236.73180392156863","200.04266666666663","670.8900000000012","1.058744595486692","217.3680925925926","0.2","1.07","1763183205636","1"
"464","41","2239.8568","1488.9008","18","23","22.8","1091.3676","696.3517609756097","5","5","3","970528","980408","117.8872","62.03753333333333","750.9560000000001","1.503359686765723","88.77994285714286","0.2","0.41","1763183205636","1"
"3300","43","17850.3632","15708.6832","18","25","41.8","4714.1812","1990.132641860465","4","5","3","970919","980623","939.4928","604.1801230769231","2141.6800000000003","1.1362650011936588","762.7056","0.2","0.43","1763183205636","1"
"2578","71","2831.684","2321.8684","31","40","41.8","869.5236","589.730242253521","5","5","3","960325","970831","88.490125","56.63093658536585","509.81560000000036","1.2190462447205361","71.57711666666667","0.2","0.71","1763183205636","1"
