client_id,num_cards,num_classic_cards,num_junior_cards,num_gold_cards,gold_card,classic_card,junior_card,earliest_card_issue,latest_card_issue,card_id
9,1,0,0,1,1,0,0,981016 00:00:00,981016 00:00:00,1
41,1,0,0,1,1,0,0,950903 00:00:00,950903 00:00:00,3
79,1,0,0,1,1,0,0,971025 00:00:00,971025 00:00:00,11
326,1,0,0,1,1,0,0,980410 00:00:00,980410 00:00:00,52
562,1,0,0,1,1,0,0,980221 00:00:00,980221 00:00:00,100
694,1,0,0,1,1,0,0,981226 00:00:00,981226 00:00:00,125
886,1,0,0,1,1,0,0,971019 00:00:00,971019 00:00:00,153
928,1,0,0,1,1,0,0,981025 00:00:00,981025 00:00:00,158
1089,1,0,0,1,1,0,0,970603 00:00:00,970603 00:00:00,184
1133,1,0,0,1,1,0,0,980512 00:00:00,980512 00:00:00,186
1179,1,0,0,1,1,0,0,980921 00:00:00,980921 00:00:00,193
1246,1,0,0,1,1,0,0,950208 00:00:00,950208 00:00:00,208
1289,1,0,0,1,1,0,0,970611 00:00:00,970611 00:00:00,213
1388,1,0,0,1,1,0,0,981025 00:00:00,981025 00:00:00,230
1452,1,0,0,1,1,0,0,970817 00:00:00,970817 00:00:00,238
1453,1,0,0,1,1,0,0,980824 00:00:00,980824 00:00:00,239
1536,1,0,0,1,1,0,0,981114 00:00:00,981114 00:00:00,253
1579,1,0,0,1,1,0,0,981001 00:00:00,981001 00:00:00,255
1629,1,0,0,1,1,0,0,951109 00:00:00,951109 00:00:00,261
1668,1,0,0,1,1,0,0,980417 00:00:00,980417 00:00:00,263
1707,1,0,0,1,1,0,0,971211 00:00:00,971211 00:00:00,268
1718,1,0,0,1,1,0,0,980322 00:00:00,980322 00:00:00,269
1777,1,0,0,1,1,0,0,980712 00:00:00,980712 00:00:00,277
1811,1,0,0,1,1,0,0,980910 00:00:00,980910 00:00:00,285
1842,1,0,0,1,1,0,0,970118 00:00:00,970118 00:00:00,292
1876,1,0,0,1,1,0,0,951113 00:00:00,951113 00:00:00,296
1930,1,0,0,1,1,0,0,980905 00:00:00,980905 00:00:00,307
2058,1,0,0,1,1,0,0,980816 00:00:00,980816 00:00:00,321
2122,1,0,0,1,1,0,0,971119 00:00:00,971119 00:00:00,329
2125,1,0,0,1,1,0,0,980501 00:00:00,980501 00:00:00,331
2156,1,0,0,1,1,0,0,981206 00:00:00,981206 00:00:00,341
2265,1,0,0,1,1,0,0,980630 00:00:00,980630 00:00:00,354
2320,1,0,0,1,1,0,0,980621 00:00:00,980621 00:00:00,362
2445,1,0,0,1,1,0,0,971122 00:00:00,971122 00:00:00,382
2489,1,0,0,1,1,0,0,980919 00:00:00,980919 00:00:00,389
2715,1,0,0,1,1,0,0,970912 00:00:00,970912 00:00:00,431
2820,1,0,0,1,1,0,0,981119 00:00:00,981119 00:00:00,445
2911,1,0,0,1,1,0,0,980712 00:00:00,980712 00:00:00,453
2951,1,0,0,1,1,0,0,980514 00:00:00,980514 00:00:00,458
2958,1,0,0,1,1,0,0,980211 00:00:00,980211 00:00:00,459
2977,1,0,0,1,1,0,0,980821 00:00:00,980821 00:00:00,461
3075,1,0,0,1,1,0,0,980531 00:00:00,980531 00:00:00,475
3128,1,0,0,1,1,0,0,981225 00:00:00,981225 00:00:00,486
3134,1,0,0,1,1,0,0,981020 00:00:00,981020 00:00:00,488
3136,1,0,0,1,1,0,0,970207 00:00:00,970207 00:00:00,490
3236,1,0,0,1,1,0,0,981219 00:00:00,981219 00:00:00,506
3253,1,0,0,1,1,0,0,980730 00:00:00,980730 00:00:00,509
3378,1,0,0,1,1,0,0,980824 00:00:00,980824 00:00:00,531
3414,1,0,0,1,1,0,0,980820 00:00:00,980820 00:00:00,538
3448,1,0,0,1,1,0,0,980910 00:00:00,980910 00:00:00,544
3465,1,0,0,1,1,0,0,970819 00:00:00,970819 00:00:00,546
3581,1,0,0,1,1,0,0,980928 00:00:00,980928 00:00:00,561
3601,1,0,0,1,1,0,0,970106 00:00:00,970106 00:00:00,565
3667,1,0,0,1,1,0,0,971225 00:00:00,971225 00:00:00,575
3753,1,0,0,1,1,0,0,981001 00:00:00,981001 00:00:00,585
3824,1,0,0,1,1,0,0,980308 00:00:00,980308 00:00:00,599
3944,1,0,0,1,1,0,0,970409 00:00:00,970409 00:00:00,617
4100,1,0,0,1,1,0,0,971014 00:00:00,971014 00:00:00,638
4522,1,0,0,1,1,0,0,971007 00:00:00,971007 00:00:00,698
4553,1,0,0,1,1,0,0,981121 00:00:00,981121 00:00:00,704
4559,1,0,0,1,1,0,0,970116 00:00:00,970116 00:00:00,706
4701,1,0,0,1,1,0,0,980127 00:00:00,980127 00:00:00,724
4862,1,0,0,1,1,0,0,981018 00:00:00,981018 00:00:00,743
5128,1,0,0,1,1,0,0,980423 00:00:00,980423 00:00:00,761
7127,1,0,0,1,1,0,0,971007 00:00:00,971007 00:00:00,874
7286,1,0,0,1,1,0,0,970731 00:00:00,970731 00:00:00,884
7683,1,0,0,1,1,0,0,980518 00:00:00,980518 00:00:00,906
9641,1,0,0,1,1,0,0,980925 00:00:00,980925 00:00:00,1007
9717,1,0,0,1,1,0,0,970614 00:00:00,970614 00:00:00,1009
10912,1,0,0,1,1,0,0,980727 00:00:00,980727 00:00:00,1076
11331,1,0,0,1,1,0,0,970728 00:00:00,970728 00:00:00,1095
12079,1,0,0,1,1,0,0,981201 00:00:00,981201 00:00:00,1137
12810,1,0,0,1,1,0,0,960703 00:00:00,960703 00:00:00,1176
12843,1,0,0,1,1,0,0,981206 00:00:00,981206 00:00:00,1177
12943,1,0,0,1,1,0,0,960717 00:00:00,960717 00:00:00,1187
